title_clean,description_clean,content_clean,sentiment,label
Nutrition startup Nourish lands over 1 billion valuation after Series B funding from JP Morgan Growth Equity,"The virtual nutrition care startup just raised a 70 million Series B funding round, and it's profitable, BI has learned exclusively.","The Nourish cofounding team Sam Perkins, Stephanie Liu, and Aidan Dewar.Nourish Nourish just raised 70 million in Series B funding led by JP Morgan Growth Equity Partners.Nourish 5952 chars",positive,2
Celebrate ten years of The Witcher 3 by finally reading the books,"The Witcher 3 Wild Hunt celebrated ten years of monster slaying on May 19, and publisher CD Projekt honored the milestone with an anniversary stream starring Geralt voice actor Doug Cockle, a stunning new trailer, and The Witcher 3 price drops across platfor","The Witcher 3 Wild Hunt celebrated ten years of monster slaying on May 19, and publisher CD Projekt honored the milestone with an anniversary stream starring Geralt voice actor Doug Cockle, a stunni 3548 chars",negative,0
"Gold is booming but how safe is it for investors, really?","Trade wars and volatile markets have contributed to a gold rush, but investors shouldn't put all their eggs in this one basket, warn experts","Listen to Theo read this article ""What you have there is about 250,000 worth of gold,"" Emma Siebenborn says as she shows me a faded plastic tub filled with old, shabby jewellery rings, charm brac 12550 chars",neutral,1
RegulationBoosting Bills Pending In Both Blue And Red States,DC isnt the only place where regulatory burdenboosting policy proposals are garnering bipartisan support. The same phenomenon is on display in a few statehouses.,Regulatory burdenboosting bills are now under consideration in blue and red states. getty The tide of populism has risen to the extent that a vocal minority of GOP politicians and pundits have be 9992 chars,neutral,1
"A Stylish 2,000YearOld Roman Shoe Found in a Well","When the Romans pushed their way north into the German provinces, they built circa 90 AD the Saalburg, a fort that protected the boundary between the Roman Empire and the Germanic tribal territories. At its peak, 2,000 people lived in the fort and the attac","When the Romans pushed their way north into the German provinces, they built circa 90 AD the Saalburg, a fort that protected the boundary between the Roman Empire and the Germanic tribal t 2364 chars",neutral,1
David Tong Lectures on Theoretical Physics,Books on theoretical physics,"My lecture notes are now all grown up and available as a series of books, published by Cambridge University Press. You may wonder why you should buy the books when the lecture notes are freely avai 3742 chars",neutral,1
"Fed Plans to Pause Interest Rate Cuts, Again. Here's Why You Should Care","Tariffs are threatening higher inflation, and that's putting pressure on the Fed to keep borrowing costs high.",The central bank is widely expected to keep its benchmark interest rate at a range of 4.25 to 4.5. Wong Yu LiangGetty Images Interest rates aren't likely to budge today. You can blame tariffs. 7075 chars,negative,0
An Autopsy Report on Bidens InOffice Decline,"Five people were running the country, a political insider told the authors of the new book Original Sin. And Joe Biden was at best a senior member of the ...","Halfway throughKing Lear, storm clouds gather, and Shakespeares protagonist rages, You see me here, you gods, a poor old man, As full of grief as age wretched in both. And so, the mental unravelin 14924 chars",neutral,1
This week proves Nigel Farage's PM ambition is not a wild notion,"The next General Election is miles away and parties can surge and sink, but this week's results show Farage has changed the race, writes Laura Kuenssberg.","In the first week of 2025, Nigel Farage told me his ultimate goal was to become prime minister. It stuck in my mind that he chose to add ""I'm not joking."" Nobody in the two traditional main parties 6767 chars",positive,2
"Indonesia Open For Copros, Box Office Booming But Lack Of Screens Hampering Further Growth Cannes Market","Indonesian cinema is booming, with local films breaking admissions records last year and on course for even further growth in 2025, but the lack of screens in the country has created a distribution bottleneck, said speakers on a Cannes Marche panel. Linda Go","Indonesian cinema is booming, with local films breaking admissions records last year and on course for even further growth in 2025, but the lack of screens in the country has created a distribution b 5968 chars",positive,2
Inside China's decision to come to the table on Trump tariffs,"Since U.S. President Donald Trump imposed steep tariffs on China last month, Beijing has responded in kind. But behind closed doors, Chinese officials have ...","By Antoni Slodkowski and Laurie Chen BEIJING Reuters Since U.S. President Donald Trump imposed steep tariffs on China last month, Beijing has responded in kind. On state and social media, it pos 11621 chars",negative,0
"Amazon Kindle Colorsoft Signature Edition Was Never This Cheap on Black Friday, but It Is Now",You can enjoy more titles on the go and in your downtime with a color Kindle that facilitates it all.,"We all want to do more reading. Sometimes the price of things can make that a lot more expensive than it needs to be. Books can feel like luxury items sometimes if you go through a lot of them, and i 2014 chars",neutral,1
Analysis Biden's cancer diagnosis is another formidable challenge,"Over the course of his public life, Joe Biden has defined himself by his persistence and endurance.",Anthony ZurcherNorth America correspondent Joe Biden's halfcentury in politics has been an exercise in overcoming adversity. From the death of his wife and young daughter in a car accident in 197 3747 chars,neutral,1
Even Audiobooks Arent Safe From AI Now,Your next Audible audiobook might be read by AI.,"Audible now offers audiobooks narrated by AIgenerated voices, helping publishers turn more books into audio. Is this an opportunity for those with limited budgets, more choices for the listeners, or 3053 chars",neutral,1
Inflation cools in April but tariffs could upend the picture in coming months,"Consumer prices in April were up 2.3 from a year ago, the smallest annual increase in more than four years. Grocery prices fell 0.4, thanks to a large drop in the price of eggs.",Inflation eased last month as shoppers got a break at both the grocery store and the gas station. Cost of living figures released by the Labor Department Tuesday show consumer prices in April were 1091 chars,positive,2
"'My children go to sleep hungry,' Gazans tell the BBC","The BBC speaks to people in Gaza during a 10week blockade on food, medical supplies and other aid.","Alice Cuddy ""Give me some,"" 6yearold Ismail said while waiting for food in Gaza As crowds gathered at a food distribution point in northern Gaza, sixyearold Ismail Abu Odeh fought his way to th 5377 chars",neutral,1
Introducing Marginalian Editions Extraordinary Forgotten Books Brought Back to Life,"I have become a person on the pages and in the margins of books. In nearly two decades of reckoning with my reading in writing, it has been my ongoing lamentation to see works of enduring beauty and substance perish out of print because the ideas they condu","I have become a person on the pages and in the margins of books. In nearly two decades of reckoning with my reading in writing, it has been my ongoing lamentation to see works of enduring beauty and 17983 chars",neutral,1
Eggs are finally getting cheaper as prices sink the most since 1984,"Egg prices tumbled about 13 in April over the month, the steepest fall since 1984.","The eggs index dropped about 13 in April from March, the fifthlargest decline on record.Justin SullivanGetty Images Egg prices fell over the month in April by about 13, the biggest decli 2589 chars",neutral,1
"Robot chefs take over at South Korea's highway restaurants, to mixed reviews","Automation is posed as a labor shortage solution, but workers say robots are making their jobs and food worse.","On sweltering summer days, chef Park Jeongeun would cook makguksu, an earthy Korean dish made with buckwheat noodles steeped in a tangy, icecold broth, topped with spicy gochujang paste. Truck driv 9567 chars",negative,0
"Robot chefs take over at South Korea's highway restaurants, to mixed reviews","Automation is posed as a labor shortage solution, but workers say robots are making their jobs and food worse.","On sweltering summer days, chef Park Jeongeun would cook makguksu, an earthy Korean dish made with buckwheat noodles steeped in a tangy, icecold broth, topped with spicy gochujang paste. Truck driv 9567 chars",negative,0
"Australians vote in election, with high prices and housing shortage major issues","Prime Minister Anthony Albanese's centerleft Labor Party is seeking a second term. His opponent, conservative opposition leader Peter Dutton, wants to become the first political leader to oust a firstterm government since 1931.","MELBOURNE, Australia Polls opened in Australia's general election on Saturday with high costs of living and a shortage of housing major issues in the campaign. Voting across the nation the size of t 5060 chars",neutral,1
Trump Wants to Blame Fed Chair Powell for Economic Downturn,But Powell wont rescue Trump from market chaos of his own making.,"This week, Emily Bazelon and David Plotz are joined by Henry Blodget to discuss the financial and political fallout from the Presidents threats to fire Fed Chair Powell and subsequent retreat a Supr 3756 chars",neutral,1
A Cardiologist Says This Is the Worst Food for Heart Health,"Your diet plays a key role in maintaining overall heart health. Processed meats, doctors say, may be doing more harm than good.","If youre looking to improve your overall wellness, incorporating hearthealthy foods into your diet is a must. But several unexpected bites you might regularly consume could be sabotaging your effort 1928 chars",neutral,1
U.S. egg prices fall for the first time in months but remain near record highs,The average price for a dozen Grade A eggs declined to 5.12 last month after reaching a record 6.23 in March. It was the first monthtomonth drop in egg prices since October 2024.,"U.S. retail egg prices fell in April from the recordhigh prices they hit earlier this year, according to government data released Tuesday. The average price for a dozen Grade A eggs declined to 5. 2651 chars",negative,0
Links 4232025,"Our strategic daily links True love, autism, Chinese bridge, slowing immigration, EU divided, Gaza horrors, Ukraine burning, vanishing privacy, savings shortage, Trump vs. Fed, DOGEy moves, Democrats adrift, nervous markets, AI beauties, and wretched excess",Huawei to roll out AI chips in second half as potential alternative to Nvidia H20 report SCMP Beijing threatens countermeasures against countries that appease Washington in trade war The Guardian 5551 chars,negative,0
Medicaid payments barely keep hospital mental health units afloat. Federal cuts could sink them,"Patients seeking mental health care are more likely to be on Medicaid than patients in more profitable areas of care, such as cancer or cardiac treatment.","SPENCER, Iowa This town's hospital is a holdout on behalf of people going through mental health crises. The facility's leaders have pledged not to shutter their inpatient psychiatric unit, as dozens 8509 chars",positive,2
This week proves Nigel Farage's PM ambition is not a wild notion,"The next General Election is miles away and parties can surge and sink, but this week's results show Farage has changed the race, writes Laura Kuenssberg.","In the first week of 2025, Nigel Farage told me his ultimate goal was to become prime minister. It stuck in my mind that he chose to add ""I'm not joking."" Nobody in the two traditional main parties 6767 chars",positive,2
Nomad Foods lowers guidance amid economic uncertainty,"The company attributed this revision to several factors, including greater than expected retailer inventory destocking, higher input cost inflation, and...","Nomad Foods has lowered its fullyear 2025 revenue and adjusted EBITDA guidance, citing macroeconomic uncertainty and other challenges. The UKbased frozen foods company expects organic revenue grow 2526 chars",negative,0
Warren Buffett disciples want to know what he plans to do with all that cash,"Close followers of Warren Buffett told BI they want him to discuss the impact of tariffs, why he's hoarding so much cash, and his retirement plans.",Warren Buffett will answer questions for nearly five hours on Saturday.AP Images Warren Buffett will host a nearly fivehour QA at Berkshire Hathaway's annual meeting this weekend. 8050 chars,negative,0
Celebrate ten years of The Witcher 3 by finally reading the books,"The Witcher 3 Wild Hunt celebrated ten years of monster slaying on May 19, and publisher CD Projekt honored the milestone with an anniversary stream starring Geralt voice actor Doug Cockle, a stunning new trailer, and The Witcher 3 price drops across platfor","The Witcher 3 Wild Hunt celebrated ten years of monster slaying on May 19, and publisher CD Projekt honored the milestone with an anniversary stream starring Geralt voice actor Doug Cockle, a stunni 3548 chars",negative,0
Expect to Pay More for These Groceries Because of Tariffs,We asked an an expert about which groceries will become more expensive or hard to find as a result of President Trump's tariffs and ongoing trade war.,"The scope of President Donald Trump's trade war changes by the day. Beyond sending the stock market into disarray and crushing consumer confidence back to 1980s levels, the tariffs are expected to in 6090 chars",negative,0
"JJ Snack Foods NASDAQJJSF Reports Sales Below Analyst Estimates In Q1 Earnings, Stock Drops","Snack food company JJ Snack Foods NASDAQJJSF missed Wall Streets revenue expectations in Q1 CY2025, with sales falling 1 year on year to 356.1 million...","Snack food company JampJ Snack Foods NASDAQJJSF missed Wall Streets revenue expectations in Q1 CY2025, with sales falling 1 year on year to 356.1 million. Its nonGAAP profit of 0.35 per shar 4527 chars",positive,2
Meet Wickeds Elphaba and Glinda at Universal Studios Hollywoods Mega Movie Summer,The opening of Epic Universe and Disneyland's 70th anniversary festivities are nearly hereget all the updates in this week's theme park news.,"Vacation season is on the horizon, and the latest news out of the theme parks sphere brings out the fun festivities just as May gets into the sizzle of things. Universal Studios Hollywood has Mega Mo 8886 chars",neutral,1
The Unexpected Grief of Discarding Your Frozen Eggs,"""There is an emotional tollin the form of lingering hope and unfulfilled potentialto maintaining frozen eggs.""","In 2014, freezing my eggs felt like a groundbreaking act of empowerment. Technology seemed to provide an insurance policy that preserved the possibility of future motherhood. Yet I did not anticipate 6546 chars",neutral,1
Hate your job? That may be by design.,Companies are going hardcore. Don't like it? That's kind of the point.,"Getty Images Rebecca ZisserBI The days of offering perks to fill labor shortages are long gone in fact, some companies wouldn't mind shedding workers.So they're going hardcore w 4133 chars",neutral,1
I started taking Solidcore fitness classes to relieve work stress. Now I'm the CEO here's a day in my life.,"Solidcore's CEO Bryan Myers discusses his transition from consulting to leadership and his strategies for growth, inclusivity, and community building.","This astoldto essay is based on a conversation with Bryan Myers, the president and CEO of fitness company Solidcore, who lives in Washington, DC. The following has been edited for length and clarit 8334 chars",positive,2
Junk food for thought Landmark study directly links ultraprocessed foods to poor health,"A landmark study exploring consumption of chips, frozen pizzas, breakfast cereals and other ultraprocessed foods typically loaded with fat, sugar and additives has confirmed these foods are directly and significantly linked to poor health outcomes.","A landmark study exploring Canadians' consumption of chips, frozen pizzas, breakfast cereals and other ultraprocessed foods typically loaded with fat, sugar and additives has confirmed these foods a 4838 chars",neutral,1
Who are the winners and losers from the UKEU agreement?,A deal between the UK and European Union EU has been agreed at a postBrexit leaders summit in London.,"Ben Chu, Tom Edgington and Tamara Kovacevic A deal to ""reset"" relations between the UK and the EU following Brexit has been agreed at a summit in London. The agreement covers a range of issues, inc 6838 chars",neutral,1
Who are the winners and losers from the UKEU agreement?,A deal between the UK and European Union EU has been agreed at a postBrexit leaders summit in London.,"Ben Chu, Tom Edgington and Tamara Kovacevic A deal to ""reset"" relations between the UK and the EU following Brexit has been agreed at a summit in London. The agreement covers a range of issues, inc 6838 chars",neutral,1
Apple admits the Q2 surge in imports won't be enough to stop price hikes,"Apple may have been able to mitigate against Trump's tariffs before their full extent was announced, but the company's latest SEC filing reveals that this was only a shortterm tactic, and price hikes may be inevitable.Apple CEO Tim CookApple has projected th","Apple may have been able to mitigate against Trump's tariffs before their full extent was announced, but the company's latest SEC filing reveals that this was only a shortterm tactic, and price hike 3492 chars",negative,0
"Reading ""business"" books is a waste of time","""Business"" Books Are Cheap Entertainment, Not Strategic Tools","Most popular business books are written for emotional appeal, not intellectual rigor. They turn simplified stories into generic advice, convert rare successes into universal strategies, and replace 7486 chars",neutral,1
"Border crossings, egg prices and jobs Trump's speech factchecked",BBC Verify has looked into some of the claims made by the US president during his speech in Michigan.,"Jake Horton amp Lucy Gilder President Trump used a rally in Michigan to mark what he claimed had been ""the most successful first 100 days of any administration in the history of our country, accor 4452 chars",neutral,1
Apple admits the Q2 surge in imports won't be enough to stop price hikes,"Apple may have been able to mitigate against Trump's tariffs before their full extent was announced, but the company's latest SEC filing reveals that this was only a shortterm tactic, and price hikes may be inevitable.Apple CEO Tim CookApple has projected th","Apple may have been able to mitigate against Trump's tariffs before their full extent was announced, but the company's latest SEC filing reveals that this was only a shortterm tactic, and price hike 3492 chars",negative,0
I started taking Solidcore fitness classes to relieve work stress. Now I'm the CEO here's a day in my life.,"Solidcore's CEO Bryan Myers discusses his transition from consulting to leadership and his strategies for growth, inclusivity, and community building.","This astoldto essay is based on a conversation with Bryan Myers, the president and CEO of fitness company Solidcore, who lives in Washington, DC. The following has been edited for length and clarit 8334 chars",positive,2
"6 ""Bad"" Foods You Should Be Eating to Decrease Your Stroke Risk, According to Dietitians","Despite getting a bad rap, these foods are packed with beneficial nutrients to support cardiovascular health.","Reviewed by Dietitian Kelli McGrane, M.S., RD Getty Images. EatingWell design. ""Key Takeaways"" Some foods have faced undeserved skepticism when it comes to vascular and overall health. 7535 chars",neutral,1
Why Ozempic and Wegovy Might Change Your Favorite Food,"Some users of GLP1 weightloss drugs have been reporting strange changes in food preferences, such as a new dislike for meats or fried foods, and scientists are beginning to figure out why","For most of her life, Alyssa Fraser took comfort in cooking. Fraser, a former food reporter from Minnesota, used to relish the process of whipping up her favorite chicken and vegetable recipe or batc 9228 chars",negative,0
Trump just said there's 'no inflation' in the US. But it's still higher than what the Fed wants.,"Trump has argued that inflation is down before. While it's steadily ebbed in recent years, prices are still rising faster than the Fed would like.","Andrew HarnikGetty Images Trump took to Truth Social Friday morning to again call on the Fed to cut rates. Trump claimed there's ""no inflation,"" but prices are still rising. 3515 chars",negative,0
Shocking study reveals how even small amounts of processed snacks raise risk of deadly diseases,"Ultraprocessed foods UPFs significantly increase the risk of heart disease, cancer, and early death, with just 100 grams daily raising cardiovascular risk by 6 and digestive disorders by 19.5. A study of 8 million adults found UPFs also contribute to obe","Ultraprocessed foods UPFs significantly increase the risk of heart disease, cancer, and early death, with just 100 grams daily raising cardiovascular risk by 6 and digestive disorders by 5052 chars",positive,2
Usage of Semicolons In English Books Down Almost Half In Two Decades,"An anonymous reader quotes a report from The Guardian ""Do not use semicolons,"" wrote Kurt Vonnegut, who averaged fewer than 30 a novel about one every 10 pages. ""All they do is show you've been to college."" A study suggests UK authors are taking Vonnegut's","""Do not use semicolons,"" wrote Kurt Vonnegut, who averaged fewer than 30 a novel about one every 10 pages. ""All they do is show you've been to college."" A study suggests UK authors are taking Vonne 1218 chars",neutral,1
Trump says egg prices are falling. Some experts say the claim is misleading.,"Consumer egg prices have climbed 25 since January, data shows.","President Donald Trump this week disputed criticism over high egg prices in an exclusive interview with ABC News, faulting his predecessor for the price hike and claiming what he described as a recen 4656 chars",neutral,1
Endings and beginnings Welcome speech at the 1st independent GamesBeat Summit 2025,"Well, Im back. It feels like I just finished a 17year journey, and now theres a new one starting over again. As an English major, I loved to think about the last lines of the books Ive read. Like The Great Gatsbys ending So we beat on, boats against the","Well, Im back. It feels like I just finished a 17year journey, and now theres a new one starting over again. As an English major, I loved to think about the last lines of the books Ive read. Like Th 7752 chars",neutral,1
I started taking Solidcore fitness classes to relieve work stress. Now I'm the CEO here's a day in my life.,"Solidcore's CEO Bryan Myers discusses his transition from consulting to leadership and his strategies for growth, inclusivity, and community building.","This astoldto essay is based on a conversation with Bryan Myers, the president and CEO of fitness company Solidcore, who lives in Washington, DC. The following has been edited for length and clarit 8334 chars",positive,2
"Thanks, Trump tariffs, now I gotta replace my phone battery","After five years, I was still happy with my phone, even though its battery had started the inevitable process of slowing to a stop. But Donald Trump's tariff nonsense pushed me to make a decision buy a new phone or fix the old one now, before the prices go u","Hard to repair phones are inexcusable now. After five years, I was still happy with my phone, even though its battery had started the inevitable process of slowing to a stop. But Donald Trumps tarif 5462 chars",negative,0
Spotify Now Offers Direct Audiobook Purchases on iOS Following App Store Rule Changes,"Spotify is taking full advantage of Apple's recent U.S. App Store changes, and it's now possible for Spotify subscribers to see audiobook pricing and make audiobook purchases using a web view in the Spotify app. Spotify said today that Apple approved its","Spotify is taking full advantage of Apple's recent U.S. App Store changes, and it's now possible for Spotify subscribers to see audiobook pricing and make audiobook purchases using a web view in the 2670 chars",neutral,1
What Are You PanicBuying Before Tariff Price Hikes?,"With Trump's tariffs jacking up prices for virtually everything, you probably should stock up on your favorite goods now while prices are still affordable.","Americans have quickly learned that tariffsthe most beautiful word in the dictionary, according to Trumpare not, in fact, going to make us rich as hell. As we watched the POTUS slap higher and highe 4530 chars",negative,0
My mom and I ate at Hillstone for under 100. Our meal at the underrated restaurant chain left us impressed.,"My mom and I had lunch at Hillstone, an upscale restaurant chain known for its steak and seafood. We thought the meal was an excellent value.","My mom and I had lunch at Hillstone in New York City.Fatima Khawaja My mom and I spent less than 100 on lunch at Hillstone, an upscale restaurant chain.We ordered the spinach and a 4072 chars",neutral,1
Inflation cools in April but tariffs could upend the picture in coming months,"Consumer prices in April were up 2.3 from a year ago, the smallest annual increase in more than four years. Grocery prices fell 0.4, thanks to a large drop in the price of eggs.",Inflation eased last month as shoppers got a break at both the grocery store and the gas station. Cost of living figures released by the Labor Department Tuesday show consumer prices in April were 1091 chars,positive,2
"Why oil prices are falling, and what it means for the economy","Between tariffs roiling the global economy and OPEC putting more barrels on the market, prices have dropped significantly since January. That's good for consumers, and bad for oil companies.","President Trump promised that during his presidency gasoline prices would drop and U.S. oil production would boom . One of those things is happening. Prices at the pump have indeed gone down, larg 4696 chars",negative,0
Trump's war on America's office elites,Donald Trump loves to bash workers in fancy office jobs from lawyers to college professors. It's helped make him popular.,"It is not a good time to be a fancy lawyer in America right now. Or an academic, a journalist, a corporate consultant, a government bureaucrat, or a scientist. President Donald Trump has declared war 10143 chars",neutral,1
"Joe Biden's prostate cancer diagnosis. And, Kentucky residents react to deadly storm","Former President Joe Biden has been diagnosed with prostate cancer as renewed interest focuses on his decline while in office. And, over two dozen people died over the weekend due to powerful storms.","Good morning. You're reading the Up First newsletter. Subscribe here to get it delivered to your inbox, and listen to the Up First podcast for all the news you need to start your day. Today's top st 5721 chars",negative,0
I started taking Solidcore fitness classes to relieve work stress. Now I'm the CEO here's a day in my life.,"Solidcore's CEO Bryan Myers discusses his transition from consulting to leadership and his strategies for growth, inclusivity, and community building.","This astoldto essay is based on a conversation with Bryan Myers, the president and CEO of fitness company Solidcore, who lives in Washington, DC. The following has been edited for length and clarit 8334 chars",positive,2
'No food when I gave birth' Malnutrition rises in Gaza as Israeli blockade enters third month,"Fivemonthold Siwar can barely cry, her voice so hoarse from the lack of milk she needs to survive.","Fergal Keane Siwar's mother, Najwa, is struggling to find the right kind of formula milk her baby needs to survive Sometimes in war it is the smallest sound that can make the loudest statement. I 7087 chars",neutral,1
"5 highprotein, highfiber foods a top nutritionist eats regularly instead of meat for better gut health","Dr. Federica Amati said people focus too much on eating enough protein. The source of protein is more important, she said.","Dr. Federica Amati said that plants are healthier sources of protein than animal products.ZOEGetty A top nutritionist thinks we should focus on where we get our protein, not how much we eat 5435 chars",neutral,1
I dont have the cash to pay for these tariffs US small biz suffers,US small businesses are being financially stressed by Trump's tariffs amidst already slim margins.,"After working in the outdoor industry for three years at Smith, which makes helmets and goggles, Cassie Abel realised there were not many brands built exclusively with women in mind. In 2016, she fou 9285 chars",negative,0
An Autopsy Report on Bidens InOffice Decline,"Five people were running the country, a political insider told the authors of the new book Original Sin. And Joe Biden was at best a senior member of the ...","Halfway throughKing Lear, storm clouds gather, and Shakespeares protagonist rages, You see me here, you gods, a poor old man, As full of grief as age wretched in both. And so, the mental unravelin 14924 chars",neutral,1
U.S. egg prices fall for the first time in months but remain near record highs,The average price for a dozen Grade A eggs declined to 5.12 last month after reaching a record 6.23 in March. It was the first monthtomonth drop in egg prices since October 2024.,"U.S. retail egg prices fell in April from the recordhigh prices they hit earlier this year, according to government data released Tuesday. The average price for a dozen Grade A eggs declined to 5. 2651 chars",negative,0
People on Ozempic start disliking meat and fried foods. We're starting to learn why.,"Some users of GLP1 weightloss drugs have been reporting strange changes in food preferences, such as a new dislike for meats or fried foods, and scientists...","When you buy through links on our articles, Future and its syndication partners may earn a commission. Credit rezart via Getty Images For most of her life, Alyssa Fraser took comfort in cooking. 9676 chars",negative,0
"Beats Solo 4 Headphones Just Went From Full Price to Nearly Free, Thanks to Apples Massive Discount",Save 50 on the Beats Solo 4 wireless Bluetooth onear headphones over at Amazon.,"A solid pair of headphones will beat out earbuds any day. Beats is one of the bigger names on the market for headphones and for a good reason. Right now, you can save 50 on the Beats Solo 4 onear B 2132 chars",neutral,1
The one controller to almost rule them all,"Hi, friends! Welcome to Installer No. 82, your guide to the best and Vergeiest stuff in the world. If you're new here, welcome, hope you're caught up on Andor, and also you can read all the old editions at the Installer homepage. This week, I've been readi","Plus, in this weeks Installer The new Surface looks great, Peacocks best show is back, a big Whoop upgrade, and more. Plus, in this weeks Installer The new Surface looks great, Peacocks best show 10657 chars",neutral,1
"Gold is booming but how safe is it for investors, really?","Trade wars and volatile markets have contributed to a gold rush, but investors shouldn't put all their eggs in this one basket, warn experts","Listen to Theo read this article ""What you have there is about 250,000 worth of gold,"" Emma Siebenborn says as she shows me a faded plastic tub filled with old, shabby jewellery rings, charm brac 12550 chars",neutral,1
FCC Wants to Ban Some Chinese Labs From Testing USBound Electronics,The head of the FCC said that allowing some testing labs access to products headed to the US market poses a security risk.,The Federal Communications Commission will vote this month on whether to ban some testing labs based in China from approving electronics products meant for import to the US. The May 22 vote could af 1426 chars,neutral,1
4 Gut Healing Secrets to Stop Gas and Bloating,Is your gut healthy? Here's how to tell and four expert ways to heal your gut.,"Gut health has recently been a trending topic on social media, yet it's not new. Whether you hopped on the bandwagon and began drinking prebiotic or probiotic beverages, many people have become obses 6697 chars",neutral,1
Sigrid Nunez on the Beauty of Narrative Restraint,The awardwinning author of The Friend explains why some of the recent books that she admires most are ones in which not much happens.,"Plot, shmot, the writer and editor William Maxwell once said to John Updike. Sigrid Nunez couldnt agree more. She used to tell her students, You dont need a plot, but you do need a story. But what ma 4807 chars",neutral,1
The one controller to almost rule them all,"Hi, friends! Welcome to Installer No. 82, your guide to the best and Vergeiest stuff in the world. If you're new here, welcome, hope you're caught up on Andor, and also you can read all the old editions at the Installer homepage. This week, I've been readi","Plus, in this weeks Installer The new Surface looks great, Peacocks best show is back, a big Whoop upgrade, and more. Plus, in this weeks Installer The new Surface looks great, Peacocks best show 10657 chars",neutral,1
1 Profitable Stock with Exciting Potential and 2 to Ignore,"A company with profits isnt always a great investment. Some struggle to maintain growth, face looming threats, or fail to reinvest wisely, limiting their...","A company with profits isnt always a great investment. Some struggle to maintain growth, face looming threats, or fail to reinvest wisely, limiting their future potential. Not all profitable compani 3653 chars",positive,2
Europe is shifting from supplying weapons to Ukraine to funding its defense industries,"Europe is providing funds to help boost Ukraine's arms manufacturing, aimed at making it more selfreliant and easing pressure on other stockpiles.",Ukrainian longrange drones on display in Kyiv in 2024.NurPhotoNurPhoto via Getty Images The EU is providing funds to help boost Ukraine's domestic arms manufacturing.It's a strate 6129 chars,neutral,1
Higher success rate using a simple oral swab test before IVF,Researchers have conducted a clinical study to show how a woman's genetic profile provides information on which hormone treatment is most effective for in vitro fertilization IVF. The researchers have now developed a simple oral swab test that shows which h,About 15 per cent of all couples of reproductive age are involuntarily childless. A major reason why so many need assisted reproduction is that nowadays more and more people are putting off starting 3553 chars,neutral,1
U.S. egg prices fall for the first time in months but remain near record highs,The average price for a dozen Grade A eggs declined to 5.12 last month after reaching a record 6.23 in March. It was the first monthtomonth drop in egg prices since October 2024.,"U.S. retail egg prices fell in April from the recordhigh prices they hit earlier this year, according to government data released Tuesday. The average price for a dozen Grade A eggs declined to 5. 2651 chars",negative,0
What Casey Means and MAHA Want You to Fear,"Amid the destruction of America's publichealth systems, Donald Trumps Surgeon General nominee, Casey Means, believes that your wellness is yours alone to defend. Jessica Winter reports.","If you close your eyes and imagine an upfromthebootstraps embodiment of boomer triumphalismthe ambitious young technocrat of a systems novel by Don DeLillo or Thomas Pynchon, sprinting toward his 15264 chars",positive,2
Weed In A Can How Cannabis Drinks Are Changing The Ritual Of Drinking,"Cannabis drinks with THC and CBD are reshaping alcohol culture, offering a new kind of buzz thats changing how people drink, socialize and wind down.","Love Yer Brain Cannabis Beverage by Wayne Coyne from the Flaming Lips Photo courtesy of Iconic Tonics On a shelf between craft beer and kombucha, something else is showing up in more fridges, bar 13349 chars",neutral,1
Trump says petrol and grocery prices are down. Facts say otherwise,The US president incorrectly said that prices of petrol and eggs had dropped while home sales were good.,"US President Donald Trump said that housing, petrol, and grocery prices are declining. However, current data do not fully support any of these claims. In the Oval Office on Thursday, the president, 2733 chars",negative,0
"63 New SciFi, Fantasy, and Horror Books Arriving in May","The cure for spring fever is readinga lot of reading! Check out new books from Stephen King, Mira Grant, Emily Tesh, Django Wexler, Tochi Onyebuchi, and many more.","Hope youve turned the last of those April book pages, because there are nearly as many new releases coming in May. Haunted houses, haunted ships, homesick aliens, magical friends, time loops, royal 16372 chars",neutral,1
"Amazons Best Soda Maker, SodaStream With Starter Kit, Is Now Cheaper Than Prime Day Pricing",Drink healthier beverages and save some money while you're at it with this can'tmiss SodaStream deal.,"Soda is a delicious addition to any meal. Sure, with all the sugar and chemicals in the kind the big box stores sell you, youre drinking things you shouldnt be drinking. But if you make your own s 2018 chars",neutral,1
